textId,sentence,avl_valence,avl_arouse,sd_valence,sd_arouse
17,當自己對幸福迷茫的時候，就會想到，不要將自己手中的幸福隨便就放掉，那樣，當自己發現那是你的最愛時，已經找不回來了。,5.66666666667,3.66666666667,0.471404520791,0.7453559925
18,學會愛，抓住愛，把握愛，珍惜愛，那就會有幸福。,7.0,4.16666666667,0.0,1.06718737291
19,日常養生的參考還是不錯，有很多從前不知道的保養知識。,6.875,5.5,0.330718913883,0.5
20,看了此書對中醫養生有了更濃厚的興趣，當然尤其是能使自己又美麗又健康的法子，正在嘗試，但願有效果。,6.0,4.42857142857,0.0,0.494871659305
21,呵呵，現在買了很多花草茶，還有茯苓粉，打算再做種子眼霜。,5.25,2.83333333333,0.433012701892,0.687184270936
22,嘻嘻，女人就是愛折騰，只要能讓自己變美，就絕不怕麻煩，所以，從這個方面講，算是本好書吧,6.0,5.16666666667,0.0,0.687184270936
23,雖然很喜歡張小嫻的文字，麵包樹系列也很早就看過了，但是還是買了她所有自己喜歡的書回來珍藏。,6.71428571429,4.25,0.451753951453,0.968245836552
24,書裏傷感的情節而落過淚感嘆唏噓但是這不是我要的每個人追求的愛情不一樣，有些感受卻是可以一樣的吧,4.83333333333,4.14285714286,0.37267799625,0.989743318611
25,買這本書的時候，正是我在感情方面有些心結的時候，雖然過去很長時間了，但心中仍有些情素無法平復。,3.42857142857,5.5,0.494871659305,0.5
26,看完這本書，確實對我幫助很大，可以客觀、理智地分析問題。,6.625,3.6,0.484122918276,0.8
28,正如書的名稱，三毛的這本早期作品不同於後期成熟後那個樂觀堅強的三毛，而是記錄了當三毛還是二毛時的經歷，心境，是她年少時那個愛做夢，有些神經質，傷感的雨季的縮影。,4.28571428571,4.6,0.451753951453,0.489897948557
29,而正處於那個生命階段的讀者也許會產生共鳴，發現原來他們在這個時候的想法並不是孤獨，沒有人明白的。,5.0,4.0,0.894427191,0.755928946018
30,張競生先生的愛情觀開國人之先河，在情海愛河中自由的遨遊真是不亦快哉！,6.375,6.0,0.484122918276,0.0
31,張老先生的愛情理念是建立在女性獨立及兩性平等的基礎之上的，張老先生生命中的那些獨立自由、勇敢追求愛情的女性是多麼可愛啊！,7.0,4.6,0.0,0.8
32,書中的優美語言如潺潺流水般娓娓道來，給人以美的享受。,7.0,5.5,0.0,0.5
33,喜歡關於大學講座類的書，只要看到，從來都是毫不猶豫的買了來看，好好品嚐知識和文化的大餐，可以學到很多東西。,6.44444444444,4.4,0.496903995,0.489897948557
34,每次閱讀都會有新的感受，也決定了，不管什麼時候，看到學術講座的書都要買下來好好閱讀好好學習。,6.25,3.14285714286,0.829156197589,0.638876565
35,一個人真正不想孤獨和寂寞，只有多讀書多學習。,5.42857142857,5.42857142857,1.04978131834,1.04978131834
36,這是我多年看書的體會。,5.66666666667,4.0,0.816496580928,1.06904496765
37,這一年的春夏秋冬歡笑痛苦哀傷，五味陳雜生活就是這樣，慢慢流淌，遇到該遇到的人又各奔東西，留下無盡的懷念和記憶，美好而感動,6.0,4.28571428571,0.866025403784,0.451753951453
38,這本小書非常契合小孩子的心理特點，寫得、畫得都是妙趣橫生，因此小朋友的喜歡不言而喻！,6.66666666667,6.66666666667,0.471404520791,0.471404520791
39,我同時買了此書和《兔子湯姆》，這書實在是讀不下去，當然它的紙張和印刷是無可挑剔的。,5.4,4.625,0.489897948557,1.31695671911
40,圖畫過於煩瑣，看的人心煩意亂；文字更是不知所云，壓根不是中國人在說話。,4.25,4.625,0.829156197589,1.11102430216
41,奇怪的是它的評級卻高高在上，我甚至懷疑自己的閱讀水平，或者孩子喜歡？說實話，我家孩子只喜歡那個“小黑貓”的形象，知道了害怕“大怪獸”。,4.125,5.28571428571,0.599478940414,0.451753951453
42,倒是“兔子”深得我跟孩子們的喜歡。,6.5,4.14285714286,0.866025403784,0.989743318611
44,書中64個例子，從不同的方面詮釋了“編程之美”，遊戲的樂趣，數字的魅力，數字的樂趣，結構之美，這樣的四個部分，最讓我感覺到印象深刻的是遊戲樂趣。,6.5,4.14285714286,0.5,0.832993127835
45,這就是愛情中的極致了吧，於是《癡相公》把這樣的唯美愛情，一一鋪就，濃墨重彩。,6.22222222222,4.625,0.785674201318,1.2183492931
46,珍兒與之心，從最初的愛上，到經歷了坎坷，抵制了誘惑，始終如一，只深愛對方。,6.22222222222,5.875,0.916245694582,0.330718913883
47,愛情中的把持與堅韌，真的太讓人感動。,6.375,5.33333333333,0.484122918276,0.7453559925
48,這無可厚非，人應該先愛自己，才能去愛別人。,5.42857142857,3.5,0.494871659305,1.32287565553
49,愛情說到底也不外乎人情，一個連自己都不愛的人又怎麼能去愛人呢？靳辰和蕭志皓，也是身處娛樂圈，纔會讓人對他們同性戀的身份不那麼計較，寬容也是需要環境的。,5.33333333333,4.33333333333,0.471404520791,0.942809041582
50,張曼娟的文字和張小嫻一樣，都屬於療傷係，雖然我沒有受傷，但這並不影響我對她的喜愛。,6.0,3.75,0.0,0.829156197589
51,最愛她《百年相思》裏的《傳奇》捲，原本看似幽暗充滿憤懣的傳說，卻被她溫柔款款地道來，感受那些歷史長流中紅顏女子的喜怒哀樂。,6.0,5.375,0.0,0.85695682505
52,爱她那份淡定從容，愛她那份心細如塵，愛她那份溫柔似水。,5.66666666667,5.66666666667,0.471404520791,0.471404520791
53,異地戀的思念會毒死一個人的熱愛。,3.375,5.75,0.484122918276,0.433012701892
54,沒有景緻沒有文采沒有著作的痕蹟沒有大師的精美。,2.5,4.5,0.5,0.5
55,這種記錄難免空洞，虛構也顯得薄弱。,4.5,3.5,0.5,0.763762615826
56,但對異地戀失敗的人，是一杯溫水，可以灌溉貌似枯死的愛的能力。,5.14285714286,5.16666666667,0.832993127835,0.37267799625
57,該小說的確沒有藝術可言，對於追求精緻閱讀的人，看網絡版足夠了。,4.625,4.0,0.484122918276,0.816496580928
58,長恨歌，我想王琦瑤只是追求自己的幸福，從李主任時是青春追求名利，康明遜時追求的安穩的生活，老克臘追求的晚年孤獨的陪伴，只是她的追求都破滅了～我想如果程先生沒有在文革的時候自殺了，也許晚年的王琦瑤就會願意了吧，願意只有恩情而沒有愛情的陪伴了吧～很不錯的一本書～王安憶說過，她筆下的王琦瑤代表的是一座城市～值得一看哈～,6.375,4.0,0.695970545354,0.894427191
59,【薦書】愛是得到一切再失去一切之後的一場記憶。,4.625,4.8,0.484122918276,0.4
60,一段悽美的愛情故事，當文字也在哭泣時，或許我們就懂得什麼是悽美，什麼是悲情。,4.33333333333,4.8,0.471404520791,0.979795897113
61,由最初的報復之愛，到最後的生離死別，當中的不捨與深愛，只有當事人才瞭解吧。,4.14285714286,6.42857142857,0.832993127835,0.728431359085
62,對於一本廣受好評的書“錦上添花”多少有點多餘，讓人有所收穫是每一個閱讀人的願望。,6.0,3.6,1.05409255339,1.2
63,情感，你去試，你就會有收穫---要麼幸福、快樂，要麼痛苦、遺憾。,5.625,3.875,0.484122918276,0.7806247498
64,但是當真相來臨，我想心不痛是不可能的。,3.375,5.33333333333,0.484122918276,1.10554159679
65,剛拿到這本書時有一種莫名的激動。,6.33333333333,6.55555555556,0.471404520791,0.496903995
66,迫不及待地打開來欣賞，果然是期望中的繁體版，更加興奮。,6.625,6.28571428571,0.85695682505,0.699854212224
67,前前後後花了大約一個月的時間完成，感覺這個戰亂中的校園唯美得讓人羨慕，它比我在這和平時代經歷的大學生活更豐富。,6.66666666667,5.14285714286,0.471404520791,0.832993127835
68,臨近畢業，好友一個個離開，雖然沒有過多的描寫，但不免看了讓人心酸，就在一年前我也經歷了一場場大學好友的分離痛苦。,3.0,4.83333333333,0.0,0.897527467856
69,當初想買也是看了許多的好評後才下的單沒想到完全沒有別人說的那樣好.,3.44444444444,5.57142857143,0.496903995,0.494871659305
70,畫得好噁心!孩子看的時侯就嚇哭了!到了晚上更是不敢睡覺!買了書還帶來了新的煩惱!比起＜青蛙弗洛格＞＞＜＜蹦蹦跳跳＞＞＜＜小熊毛毛＞＞這個卡梅拉要遜色好多!這本書不太適合六歲前的孩子看.,2.71428571429,6.8,0.451753951453,0.748331477355
71,以前一直不喜歡喝水，雖然同學都說喝水對身體有好處。,4.14285714286,4.16666666667,0.638876565,0.897527467856
72,但看了這本書後，才曉得水對人身來說是最好的藥，最好的資源。,5.85714285714,4.14285714286,0.638876565,1.12485826772
73,但是要注意一點，水喝多了是好，但問題是什麼樣的水纔對身體有好處。,5.375,4.0,0.484122918276,1.15470053838
74,有些生活，仍是在想象中纔會完美吧，而我喜歡這樣的小生活、小趣味，和淡淡的喜悅和無奈。,6.28571428571,4.0,0.451753951453,0.894427191
75,正如Miki所說的“有些書，不必有那麼重大的意義”。,5.25,4.0,0.433012701892,1.06904496765
76,瀏覽了Air夫婦的網站，看到“壞脾氣/愛吃不吃***”時覺得好可愛。,6.11111111111,4.5,0.99380799,1.0
77,現在人們的生活壓力很大，在很多時候自身的健康問題往往都被忽視了，特別是男性朋友，所以日常生活中多瞭解一些與健康和保健相關的知識還是必要的。,5.5,4.0,0.5,1.41421356237
78,對自身健康的大概瞭解還是不錯的，總之，身體的健康還是要靠自己日常的保養保護，另外樂觀向上，保持健康的心態也是對身體健康最重要的。,5.71428571429,3.625,0.451753951453,0.85695682505
79,後來有朋友買了說好，那咱還是買一套吧。,6.0,4.0,0.0,0.894427191
80,我邊講還邊惹來許多小朋友圍觀，這更讓他得意了。,5.57142857143,5.14285714286,0.903507902905,0.832993127835
81,看來不能以自己的喜好來決定買不買，大獲好評的書還是值得買的。,5.25,4.14285714286,0.661437827766,1.12485826772
82,看了一下，書的質量挺好的，裏面的圖畫也挺吸引小朋友的，都是小熊，小兔，小松鼠之類的小朋友都喜歡的小動物。,6.66666666667,5.8,0.471404520791,0.4
83,而且這書中英對照，也可以對小朋友灌輸一下一些簡單的英文。,6.0,2.875,0.0,0.330718913883
84,對心理方面的書籍一直比較感興趣，有朋友推薦我看這本書，於是我就買了，覺得很不錯，裏面的內容很實際，讓我找到自己的人生中不好的模式，並在慢慢改正中，第一次看一口氣就看到了底，但是這樣雲裏霧裏的，後來又慢慢看了一遍，終於悟懂了，而且現在還推薦我的很多朋友都看，並堅信只要你相信，只要你願意去改變你自己，你很可能就可以改變命運！,7.0,5.42857142857,0.0,0.494871659305
86,閨蜜總是在半夜三更給我訴苦，說她十分想念某某某，甚至想得廢寢忘食，在那個男的對他呵護備至要星星給星星要月亮給月亮的時候她三天兩頭玩失蹤，如今人家有了女朋友她就要死要活了。,3.16666666667,5.14285714286,0.37267799625,1.12485826772
87,我說這就是犯賤，這就是得不到了才更加愛。,3.0,6.33333333333,0.0,0.7453559925
88,就像米娜姐說的一樣：愛的時候，做再多事都不嫌麻煩.,6.33333333333,5.57142857143,0.666666666667,0.494871659305
89,不愛的時候按個手機號碼都嫌費力。,3.375,5.28571428571,0.484122918276,0.451753951453
90,我決定把這本書借她看看，讓她覺悟，讓她陰暗的心裏面重見陽光。,6.25,5.5,0.661437827766,0.763762615826
91,我一直相信，關於生存技能的書籍每一個人都應該看一看。,5.42857142857,4.0,0.494871659305,0.925820099773
92,我希望每一個愛讀書的人，都能好好看看這方面的書，推薦給親朋好友也看一看，讓每一個人在生命受到威脅時都能做出正確的選擇。,7.0,5.44444444444,0.0,0.684934889219
93,當在使用對身體有幫助的物品時，請相信它，感受他，感激它，身體會吸收的更好。,6.0,4.14285714286,0.0,1.12485826772
94,相信日後身體所呈現出來健康與否，就是此書所作的貢獻，也是作者的貢獻，希望更多的朋友都幸福安康！,6.5,5.28571428571,0.5,0.699854212224
95,質量不錯，適合3歲左右小孩玩。,7.0,3.85714285714,0.0,0.832993127835
96,有些東西做出來“實用性”還挺強，像太陽帽，剛好能戴在兒子頭上，拖鞋，他也剛好能“穿”，兒子自己還說吶“大小正合適”，呵呵。,6.85714285714,5.16666666667,0.349927106112,0.897527467856
97,讓他練習手工的同時還有很多樂趣，超喜歡。,7.0,4.6,0.0,0.489897948557
98,讀了“筋長一寸，壽延十年”一書，使我眼睛一亮，對我一個有自信的人來說：影響力很大，我雖然熱愛健身運動，但養生書籍我也非常喜歡，此書是一本操作性很強的一本好書，在日常生活中很適用，尤其是拉筋方法學起來很簡便，很遺憾就是缺少整骨知識操作要點，希望該書作者在今後的出版中加以完善。,6.0,5.16666666667,0.0,0.897527467856
99,我會將學到的知識向身邊的親朋好友宣傳，只要長期健身，必有回報。,6.625,5.0,0.484122918276,0.816496580928
100,好人們的人生，好人們的愛情，然而好人卻也避免不了互相傷害，好人也未必能夠得到幸福，所以又有了好人們的而眼淚。,3.14285714286,4.0,0.349927106112,1.0
101,但是，誰也不能將心分成兩半呢，這樣的結局也未必不是最好的選擇吧。,4.25,3.0,0.829156197589,0.632455532034
102,時間，可以消耗愛情，愛情是經得起歲月蹉跎的，經不起的，那不叫愛”忽然間，明白了什麼有了愛情，其實，再孤獨，也算不上真正的孤獨如果在愛中，依然孤獨，那你就需要考慮一下，這，是不是真的愛了!,4.33333333333,4.0,0.7453559925,1.06904496765
103,勞動與愛情，挫折與追求，痛苦與歡樂，日常生活與巨大的社會衝突，紛繁地交織在一起，深刻地展示了普通人在大時代歷史進程中所走過的艱難曲折的道路。,4.57142857143,5.16666666667,0.494871659305,0.897527467856
104,特別是主人公面對困境艱苦奮鬥的精神，對今天的人們仍有極大影響。,6.5,4.85714285714,0.5,0.832993127835
105,平凡的記錄不平凡的費德勒，有過輝煌，有過失落，有歡笑有淚水，相信他的路途依然精彩，勝也精彩，敗也精彩，他的完美在於追求完美......過去喜歡，現在喜歡，將來也一直喜歡，這麼一個人，創造完美，贏了多少，輸了多少，付出多少，收穫多少，ROGER將繼續完整他的人生，讓他更加美麗，我們將依舊支持，默默注視，看他怎樣打出完美比賽，畫出完美人生。,6.625,4.71428571429,0.484122918276,0.880630571853
106,去感受喜悅、和平和愛……雖然不是很容易，但是我發現最近困擾我的一些負面情緒正在慢慢流失。,6.5,4.625,0.707106781187,1.4086784587
107,我想，就像書中所言：情緒是一種能量，會來也會走……這真是一次奇妙的閱讀經歷，更重要的是，這是一次久已缺失的心靈洗禮！,6.57142857143,5.5,0.494871659305,0.5
108,這是一本非常值得推薦的一本書，我讀後收益頗多，並且已推薦給我的朋友，希望也能對別人有所幫助。,7.16666666667,5.85714285714,0.687184270936,0.832993127835
109,生活在紛繁複雜的世界中，要做到不抱怨是何等的不容易，但是《不抱怨的世界》它運用簡單的方法可以幫助你控制自己的語言，以至於將思想調整到正向，進而你將在無意識中改變自己的生命。,5.625,4.0,0.85695682505,1.63299316186
110,不足之處：沒有對部分比較難的單詞做出註釋（有些詞一般的字典是查不到的）。,4.0,3.4,0.0,0.489897948557
111,有個別的拼寫錯誤雖然這本書美中有不足。,4.0,3.2,0.0,0.748331477355
112,由於本人也是剛讀這本書，暫時不能對這本書的全部情況做到完全把握。,5.0,3.33333333333,0.0,0.471404520791
113,本人以後在閱讀這本書的過程中會就其的優點和不足及時與大家交流！,5.28571428571,3.625,0.699854212224,1.11102430216
114,我一直使用迪奧的化妝品20多年了，無論護膚品還是香水對我都非常喜歡。,6.71428571429,5.14285714286,0.451753951453,0.832993127835
115,如果看這本書的女生多了，優雅的女士會讓今夏風光無限。,6.0,4.33333333333,0.0,0.471404520791
116,我已經買了幾本分送給幾位朋友，頗受好評。,6.375,4.0,0.484122918276,0.755928946018
118,星閃亮的是一片黑雲，黑雲不可能永遠阻擋星辰”如果你想讀書，這套書會是你讀過之後絕不後悔的一套書。,6.5,5.33333333333,0.707106781187,0.7453559925
119,中國有這樣優秀的打工人而自豪。,6.33333333333,5.25,0.816496580928,0.661437827766
120,看了確實有：“...讓我回憶最多的，卻不是人生旅途裏這些成功的瞬間，而是那些刻骨銘心的失敗或挫折...”它展示地是一個真實與真誠的人，一個真心與你分享如何才能成功，而不是一個天才的故事、打工的神仙。,6.28571428571,5.57142857143,0.451753951453,1.17803017875
121,挑戰自己細心和耐性的好助手！,7.0,4.0,0.707106781187,0.755928946018
122,小朋友可以在裁剪的過程中，鍛鍊到腦的操控能力，在粘貼的過程，訓練自己的堅持性，當恐龍立體展現時，除了知道了有關它們的知識和名字外，最主要是收穫了一份自信和成就感！,7.0,5.0,0.0,1.0
123,自信是小朋友邁開成功的第一步！,6.75,5.57142857143,0.433012701892,0.494871659305
125,我家女兒5歲，比較喜歡科普圖書，這套書目前是她比較喜歡的圖書，每天都要和我一起來分享各種有趣的知識，現在在看生物篇，對其中的鯨特別有興趣。,6.125,4.0,0.7806247498,0.57735026919
126,個人覺得這套書合適小學低年級小朋友閱讀，幼兒園的小朋友可能需要家長陪同閱讀，對大人和小孩來講都非常長知識，非常不錯，贊一個!,7.0,5.28571428571,0.0,0.699854212224
127,身處其間的人，有歡笑，有眼淚，有快樂，有悲傷，有甜蜜，有心碎，可是應該是不會後悔的吧。,5.75,5.0,0.829156197589,1.11803398875
128,花樣年華中的往事一幕幕浮上心頭，多麼慶幸我們擁有過那麼美好、恣意的青春。,7.0,4.375,0.0,1.31695671911
129,如果當時再勇敢一點點，結局會不會不一樣？,3.83333333333,4.5,0.37267799625,0.5
130,畫面很簡單，文字也很簡單當你陷入一種迷失自己的狀態,5.0,2.4,0.0,0.489897948557
131,力所承受的艱辛對安樂死也有些瞭解，最後章節的那句我們已經不再相信壞運氣了，壞運氣不存在，運氣不存在。,4.75,3.25,0.433012701892,0.829156197589
132,相信運氣是對生命的侮辱。,3.625,5.14285714286,0.85695682505,0.638876565
133,水說愛的語言，水能結出很美麗的結晶，哪麼要是人與人之間都說好話，我想我們人類就能很好的控制自己的情緒，人有了一個好心情，幹什麼都能成功。,6.375,5.4,0.695970545354,0.8
134,社會上處處可見“和諧”，人在“和諧”的環境中生活，哪麼每一個人不都過上了幸福的生活嗎？想自己過幸福生活的人，就去看《小知道答案》吧！,5.2,5.125,0.4,0.927024810887
135,這本小說是傷感的，是讓人心碎的，查理這麼一個正直，勇敢的男子漢被無情的戰爭絞殺是任何人都不能接受的，但小託卻要承受這個痛苦，他的家庭是那麼的不幸，以至於他的成長充滿陰影，但他能夠感受生活給他帶來的快樂。,3.0,5.8,1.0,0.979795897113
136,不停的抱怨，這真是悲哀。,3.0,3.6,0.0,0.8
137,小託的堅強讓我懂得了好多東西。,6.42857142857,6.0,0.494871659305,0.816496580928
138,和日本語的版本相比，翻譯後的文筆平淡如水，情節發展如同夏日中的找吃的狗----無精打采。,4.0,4.0,0.0,0.755928946018
139,故事也夠味，想表達的意思也很清晰。,6.5,3.71428571429,0.707106781187,0.699854212224
140,總的來說，這是一個頹廢版的谷崎潤一郎式的作品，人的劣性、不滿足、愛情的虛幻，表現的挺好的。,5.25,3.66666666667,0.829156197589,0.7453559925
141,作出選擇就是結束，如果後悔，就很糟糕。,3.71428571429,4.0,0.451753951453,0.816496580928
142,這本書倒挺適合那些做選擇時前思後想的女孩閱讀。,5.77777777778,3.28571428571,0.785674201318,1.16057691495
143,這本小冊子圖文並茂,5.8,2.83333333333,0.4,0.687184270936
144,想到故宮的烏鴉都有了歡喜的感覺.,6.57142857143,4.33333333333,0.494871659305,0.942809041582
145,珍惜我們還有這些可愛的朋友，如果看了＜寂靜的春天＞，你一定會感嘆錯過了永遠的失去了，鳥兒。,5.0,4.28571428571,0.632455532034,1.27775313
146,帶一本小冊子，可以傳閱給你的朋友，分享擁有春天般美麗的心情，象鳥兒一樣放飛自己。,6.16666666667,4.66666666667,0.37267799625,1.37436854187
147,熱愛生活，熱愛生命。,6.8,3.85714285714,0.4,0.638876565
148,《求醫不如求己》這套書非常實用，我已推薦給很多朋友，瞧我的訂單，有好幾個都是購這套書的，都是送給朋友或替朋友買的，朋友說我都成了“大忽悠”了。,6.14285714286,5.28571428571,0.832993127835,0.699854212224
149,其實不是我能忽悠，是書確實好，營銷學上講，把好的新產品推銷出去，叫營銷，把不好的產品推銷出去，叫騙銷，我是把好的產品介紹給朋友，共同受益，顯然不應在騙銷之列。,4.28571428571,3.4,0.880630571853,1.01980390272
150,過，我看得頭皮發麻，思想驚悚片不過如此，我在慶幸我們現在過的不是那種生活，不然，寧毋死可是，你要死，老大哥也要讓你愛上他覺得一切都是自己的錯的時候，才準你死這樣的生活，這樣的極權，太可怕了，不敢想象奧威爾是個天才，絕對的天才，我甚至錯覺，他根本就是個先知,4.0,5.83333333333,1.0,0.687184270936
151,現實所以我沉迷於古代小說無法自拔幾乎愛戀,5.4,5.57142857143,0.489897948557,0.728431359085
152,這本書非常棒，無論從故事構思，還是從表現手法都無不顯示出作者非凡的文學功底，兩個悽美的愛情故事被演繹得淋漓盡致！,6.0,5.5,0.755928946018,0.5
153,這本書而不知不覺熬到臨晨一兩天.....雖然有時候第二天會困，但心裏覺得很踏實，很欣慰！,6.0,5.5,0.0,0.763762615826
154,強烈建議大家讀讀這本書！,6.33333333333,6.16666666667,0.471404520791,0.687184270936
155,寫的有多好看呢，唉，真是個“用心良苦”的作者吧，貼滿了大量我們中國人錯誤的英語圖片，笑沒被笑死，丟臉死了。,3.375,6.25,0.484122918276,0.661437827766
156,有的文章純粹我覺得可能還是編的，比如說表姨媽的時候，說成了watchaunt，這可能嗎？？？除非開玩笑的時候故意的吧，任何一個學過英語的初中以上的人都難以犯這種錯誤吧？翻了幾個故事看了之後，積極性大受打擊。,3.28571428571,6.0,0.451753951453,1.0
157,本來就想當本笑話書來看的，沒想到難以笑出來。,4.5,4.83333333333,0.5,0.37267799625
158,我想我是愛孫波的。,5.14285714286,4.16666666667,0.349927106112,0.687184270936
159,我想在她內心的最深處，愛的那個人依然是小浪。,4.14285714286,3.71428571429,1.12485826772,0.699854212224
160,認真的讀每一個字。,5.375,4.42857142857,0.484122918276,1.04978131834
161,我想如果再來一次。,5.0,4.5,0.0,0.866025403784
162,但是，始終都能感受到她們的愛是如此真實。,5.42857142857,5.0,0.903507902905,1.0
163,最早接觸寂地畫是在《新蕾》上，後來滿心歡喜的買了她的第一本畫集《我的路1》很喜歡那種溫暖的畫風，也很喜歡配畫的文字，很細膩，有哲理，讓人感覺溫馨。,7.0,5.25,0.0,0.968245836552
164,後來她出的每一期都買了回來，用四葉草的包書紙包好，這次這一套買了是給朋友的，。,5.66666666667,3.0,0.471404520791,0.534522483825
165,朋友看到我有一套《我的路》也很想要，所以讓我幫她買。,5.0,2.66666666667,0.0,0.7453559925
166,開始會擔心裏面的附贈品不知道會不會有，看來是有的，朋友收到了很開心也很喜歡,6.375,4.4,0.695970545354,0.8
167,我的確看得很過癮很開心！,7.125,6.25,0.330718913883,0.968245836552
168,佩服作者的奇思妙想...衷心希望心情總是不好的人們能夠笑對人生其實真沒什麼過不去的坎兒~,6.0,4.28571428571,1.22474487139,1.27775313
169,小侄女8歲了，很喜歡看書，就像我小時候一樣，所以我怎麼可能不滿足她的這個小小的又是這麼美好的願望呢！,6.8,6.14285714286,0.4,0.638876565
170,能擁有全套了，看來笑貓還真有吸引力呢!不過我兒子不怎麼有興趣，可能楊紅櫻的書更適合女孩子吧。,5.71428571429,4.8,0.451753951453,0.4
171,我已經能想象到小侄女拿到書的享受樣子了，呵呵，贈人好書，手有餘香啊，我也開心呢~~,8.0,6.28571428571,0.0,1.03015750728
172,王老師真得是很細心，很善於動腦去思考，這纔是真正的好老師，只是這樣的老師太少了，如果在我上學的時候能遇到王老師，我相信我的將來一定不是現在這個樣子，那些愚蠢的老師不知耽誤了多少代、多少人。,5.8,5.5,0.4,1.22474487139
173,希望更多的老師看看王老師的書，仔細的想一下應該如何教孩子學習而不是灌鴨式的教授知識，讓孩子真正的愛上學習！,6.33333333333,5.66666666667,0.471404520791,0.7453559925
175,看得人冷汗都要出來了，覺得女主角某種程度上缺乏決斷，性情比較軟弱，還未看得透徹就想託付未來以過安定的日子，可惜往往慢了一拍，事情就大不相同。,4.0,4.16666666667,0.0,0.897527467856
176,莫名的悲哀，想像中愛玲應該是金枝玉葉，雖飽受風塵之苦，卻也是冰清玉潔，不想竟也碰到胡蘭成這樣，惡俗的混世魔王。,3.55555555556,5.0,0.496903995,0.707106781187
177,記得看過一本和坤的書，人家雖是大貪官，卻也對妻子馮氏，有情有意，有始有終，另生一種敬佩。,6.11111111111,4.16666666667,0.566557723733,0.687184270936
178,他們兩個在面對愛情時的清醒而不解。,4.66666666667,4.14285714286,0.471404520791,0.832993127835
179,才知道原來他們都愛彼此愛的那麼深。,6.4,5.33333333333,0.489897948557,0.942809041582
181,無畏壓迫獲德國書商和平獎〔駐歐洲特派記者胡蕙寧、國際新聞中心／綜合報導〕法蘭克福書展十四日閉幕，中國流亡異議作家廖亦武獲頒德國書商和平獎（GermanBookTradePeacePrize），繼日昨公開批評剛獲頒諾貝爾文學獎的中國作家莫言是「國家詩人」後，廖亦武在領獎時更痛批北京領導階層，形容中國是「滅絕人性的血色帝國」。,2.75,7.14285714286,0.433012701892,0.832993127835
182,指控西方財團與劊子手勾結廖亦武在領取德國書商和平獎時發表以上談話，該獎是德國第二崇高獎項，僅次於布赫納獎（GeorgBuechnerPrize），以往獲獎者包括土耳其作家帕慕克（OrhanPamuk）、匈牙利作家艾斯特哈茲（PeterEsterhazy），以及捷克前總統兼作家哈維爾（VaclavHavel）等巨擘，獎金?,4.5,5.0,0.5,0.57735026919
183,逃離中國封殺而流亡德國。,3.28571428571,4.16666666667,0.451753951453,1.06718737291
184,痛批莫言是親共的國家詩人廖亦武接受德國「明鏡週刊」訪問時，毫不忌諱地批評莫言是親近共產政權的「國家詩人」。,4.57142857143,4.33333333333,0.494871659305,1.37436854187
185,廖亦武是在一年多前歷盡艱辛逃離，後來在德國受到庇護。,4.28571428571,4.5,0.451753951453,0.5
